종목코드
060310
095570
006840
054620
265520
211270
109960
139050
027410
282330
126600
138930
001460
001465
013720
083790
001040
079160
035760
311690
00104K
000120
011150
011155
001045
097950
097955
051500
058820
023460
056730
000480
065770
083660
000590
012030
456440
016610
005830
000990
139130
060900
290120
025440
001530
000210
000215
375500
37550L
37550K
068790
007340
004840
241520
155660
069730
017860
180400
017940
245620
037370
278990
365550
050120
383220
007700
214270
130500
114090
900290
078930
083450
006360
001250
007070
078935
297890
440290
078150
012630
039570
089470
294870
009540
267250
267270
010620
322000
042670
267260
329180
097230
195940
014790
028300
003580
278650
343090
067630
024850
047920
115450
046210
204320
060980
011200
403870
036640
035000
439730
442770
448760
467930
469480
003560
095340
099520
175330
950170
234080
067290
001060
001067
001065
096760
035900
318000
024840
105560
432320
024120
455250
458320
464680
002380
021320
344820
036670
009070
009440
112190
119650
044180
092220
046440
003620
016380
035600
001390
226360
111870
033180
060720
015590
001940
058400
025000
092230
000040
044450
030200
033780
058850
058860
122450
052900
376190
061970
309960
093050
003550
034220
051900
051905
373220
003555
032640
011070
066570
066575
037560
051910
051915
079550
225190
006260
010120
000680
060370
417200
229640
108320
001120
108670
108675
383800
38380K
086960
023150
038340
035420
160550
053290
181710
060250
104200
400760
005940
005945
338100
034310
030190
008260
004250
004255
222160
456040
010060
178920
024940
005490
218410
327260
091340
010950
010955
419530
019550
950110
034120
151910
036120
246960
099220
036540
255220
040610
049470
184230
016250
005090
001380
004060
001770
002360
009160
123700
025530
034730
011790
018670
001740
006120
006125
210980
395400
302440
326030
402340
260870
361610
100090
03473K
096770
096775
475150
001510
001515
285130
28513K
017670
000660
048550
063440
003570
064960
100840
036530
067160
005610
011810
465770
077970
071970
002820
289080
084870
002710
089230
161570
032540
022220
069260
007980
048770
246690
317240
002900
024070
057030
037270
040300
051390
052220
079940
078890
000500
399720
296520
036620
000860
217730
035250
114190
094480
011420
039240
053950
002100
009450
267290
012320
011040
000050
214390
012610
009140
024910
013580
012200
012205
002140
198440
049720
010130
002240
014570
348150
950190
098460
035290
900280
215000
121440
366030
076340
009290
086220
014200
017040
029480
017900
037710
026910
421800
440790
456490
465320
030610
339770
053270
007690
005320
001140
066620
043650
006050
060480
078130
307750
002720
243870
035080
204020
402490
114450
083420
186230
014530
900070
204620
019660
014280
014285
053260
008870
001570
282720
002990
002995
011780
011785
214330
001210
073240
036190
049080
420770
035460
092440
000270
024110
456700
013700
308100
004540
004545
407400
187790
286750
121600
247660
039860
091970
417010
244880
405920
288490
051490
137080
190510
242040
089600
293580
257990
138610
130580
036800
267320
001260
008350
008355
004270
003920
003925
025860
111710
091590
168330
094860
253590
212560
095660
042420
950220
311390
085910
092730
290660
306620
153460
007390
033640
330860
005720
005725
002350
002355
089140
137940
396270
348210
092790
225570
217270
251270
317860
104620
090350
090355
000320
000325
194700
285490
283100
229500
106520
376930
006280
142280
234690
005250
005257
065560
004370
072710
054050
069140
040160
332290
348340
060260
123840
012340
214870
270870
144960
085670
064260
340360
039560
154040
058730
030210
023590
032190
323350
068240
145210
019680
019685
006370
008060
00806K
353200
35320K
000490
178600
020400
008830
048470
008110
004780
005750
017650
006570
007720
389260
317850
290670
078140
065150
001680
001685
084690
084695
036480
128820
117580
027830
104040
129920
016710
438220
442310
457390
457630
471050
020180
003540
003547
003545
045390
009190
108380
006580
014160
047040
009320
003090
069620
007680
000430
048910
005710
006340
006345
003220
024890
290380
002880
000300
120240
003310
114920
078600
012800
015230
096350
140520
131220
010170
054670
001070
023910
006650
001440
084010
001790
001795
001130
003490
003495
005880
003830
016090
069460
021040
021045
067080
298540
032860
192080
393890
299170
012510
224060
302920
043090
213420
317330
077360
004830
004835
090410
024900
263600
194480
263800
199150
206560
261200
145720
227420
067990
002150
006620
100130
005160
460850
075970
460860
086450
001230
023450
004140
099410
007590
005960
005965
026960
002210
102260
033500
025950
000640
170900
088130
028100
282690
041930
001520
001527
084670
082640
060380
001525
079960
008970
228340
092780
088910
094170
049770
013120
018500
006040
030720
014820
014825
111380
163560
109860
032960
004890
002690
023790
005290
025900
000020
000150
000157
454910
241560
034020
000155
131970
336260
33626K
33626L
016740
073190
176750
030350
203650
223250
060570
362990
192650
217620
016670
187870
024090
003160
092200
110990
263690
214680
347850
377190
263720
376300
109740
196490
066900
127120
092070
039840
013570
219550
310870
210540
104460
079810
113810
043360
197140
068930
033130
105740
263020
290550
066670
187220
383930
163430
131180
315640
223310
317120
042510
232680
418420
300120
171120
388790
347700
214260
403360
115390
200350
171010
084650
217500
092590
038390
294140
443250
228670
228850
412350
199550
281740
277810
215100
090360
238500
108490
900260
223220
067730
071280
032350
089860
330590
000400
023530
020150
280360
286940
004000
004990
00499K
005300
005305
011170
071840
328130
038060
162120
253610
060240
141080
058470
016100
012700
302550
073570
377450
277070
042500
193250
219420
439090
027740
195500
357430
377480
305090
448780
098120
424980
038290
001080
267980
005990
093520
377030
088980
094800
179720
100590
067280
072870
215200
133750
446540
235980
200580
041920
233250
014100
236340
054180
086900
078160
138040
408920
021880
140410
241770
090370
059210
058110
017180
009900
012690
005360
434480
080420
417970
080160
087260
101330
012860
363260
348030
250060
288980
142760
033200
333050
009680
118990
006920
009580
001810
009200
322970
033920
008420
279600
095500
254490
025560
218150
007120
396690
442900
357250
100790
412930
446190
448830
085620
006800
00680K
006805
208890
049950
207760
002840
268280
107590
134380
351020
003650
059090
214610
201490
452200
418470
206640
018700
035620
354390
053030
301300
